City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Description,Rain (inches),Snow (inches)
295,Bubaque,GW,11.28,-15.83,81.16,81,89,10.76,light rain,0.12,0.0
296,Gazni,GW,11.28,-15.83,81.16,81,89,10.76,light rain,0.12,0.0
297,Kirakira,SB,-10.45,161.92,81.86,77,95,9.22,light rain,0.11,0.0
298,Husavik,IS,66.04,-17.34,50.0,71,14,16.11,few clouds,0.0,0.0
299,Mapiripan,CO,2.89,-72.13,72.77,94,70,4.0,moderate rain,1.21,0.0
300,Harrison,US,30.41,-89.04,80.6,78,1,5.84,clear sky,0.0,0.0
301,Sur,OM,22.57,59.53,97.83,42,24,3.4,few clouds,0.0,0.0
302,Kulhudhuffushi,MV,6.62,73.07,84.04,79,100,17.67,overcast clouds,0.0,0.0
303,Port Lincoln,AU,-34.73,135.87,57.88,73,58,21.03,light rain,0.13,0.0
304,Ribeira Grande,PT,38.52,-28.7,65.32,91,13,9.26,few clouds,0.0,0.0
305,Grindavik,IS,63.84,-22.43,51.8,81,90,17.22,light rain,0.0,0.0
306,Urumqi,CN,43.8,87.6,68.0,32,17,4.47,few clouds,0.0,0.0
307,Dudinka,RU,69.41,86.18,55.4,50,75,17.9,broken clouds,0.0,0.0
308,Tessalit,ML,20.2,1.01,88.66,12,35,4.79,scattered clouds,0.0,0.0
309,Bac Lieu,VN,9.29,105.72,88.29,62,99,6.35,light rain,0.32,0.0
310,Catamayo,EC,-3.98,-79.35,64.31,77,72,5.32,moderate rain,1.08,0.0
311,Mys Shmidta,EC,-3.98,-79.35,64.31,77,72,5.32,moderate rain,1.08,0.0
312,Tsihombe,EC,-3.98,-79.35,64.31,77,72,5.32,moderate rain,1.08,0.0
313,Cayenne,GF,4.93,-52.33,75.2,88,100,4.7,light rain,0.94,0.0
314,Port Elizabeth,ZA,-33.92,25.57,60.8,77,13,12.75,few clouds,0.0,0.0
315,Shingu,JP,33.73,135.98,78.8,65,75,8.05,broken clouds,0.0,0.0
316,Ararat,AM,39.83,44.7,73.4,40,20,2.24,few clouds,0.0,0.0
317,Severnyy,RU,50.68,36.55,71.6,68,40,8.95,scattered clouds,0.0,0.0
318,Taoudenni,ML,22.68,-3.98,93.92,11,1,4.14,clear sky,0.0,0.0
319,Nadvoitsy,RU,63.87,34.32,57.31,52,17,1.01,few clouds,0.0,0.0
320,Beloha,MG,-25.17,45.05,68.04,70,88,4.74,overcast clouds,0.0,0.0
321,Bilaspur,IN,22.08,82.15,93.99,45,89,6.91,overcast clouds,0.0,0.0
322,Barranca,PE,-10.75,-77.77,62.33,83,84,5.14,broken clouds,0.0,0.0
323,Tazovskiy,RU,67.47,78.7,51.17,62,96,16.73,overcast clouds,0.0,0.0
324,Dingle,PH,11.0,122.67,90.34,61,77,9.53,light rain,0.39,0.0
325,Cedar Rapids,US,42.01,-91.64,66.0,92,99,3.0,overcast clouds,0.0,0.0
326,Pasighat,IN,28.07,95.33,86.99,74,66,3.13,moderate rain,1.63,0.0
327,Kodinsk,RU,58.69,99.18,81.1,32,48,6.53,scattered clouds,0.0,0.0
328,Havelock,US,34.88,-76.9,70.0,94,59,3.89,broken clouds,0.0,0.0
329,Orikum,AL,40.33,19.47,70.56,68,4,5.41,clear sky,0.0,0.0
330,Mabaruma,GY,8.2,-59.78,73.63,98,21,3.38,light rain,0.14,0.0
331,Henties Bay,NA,-22.12,14.28,57.0,58,12,1.01,few clouds,0.0,0.0
332,Ciudad Bolivar,VE,8.12,-63.55,78.28,78,8,10.07,clear sky,0.0,0.0
333,Atbasar,KZ,51.8,68.33,75.09,28,0,18.66,clear sky,0.0,0.0
334,Saint-Francois,FR,46.42,3.91,55.4,87,50,3.04,scattered clouds,0.0,0.0
335,Kalmunai,LK,7.42,81.82,91.02,52,100,2.1,overcast clouds,0.0,0.0
336,Maragogi,BR,-9.01,-35.22,75.69,80,34,14.99,light rain,0.22,0.0
337,Fukue,JP,32.69,128.84,73.4,78,75,4.7,broken clouds,0.0,0.0
338,Saint-Augustin,CA,51.23,-58.65,40.8,80,91,5.59,overcast clouds,0.0,0.0
339,Guiberoua,CI,6.24,-6.17,69.71,99,99,1.54,overcast clouds,0.0,0.0
340,Bandarbeyla,SO,9.49,50.81,87.93,46,86,26.06,overcast clouds,0.0,0.0
341,Ermelo,ZA,-26.53,29.98,41.0,68,0,6.93,clear sky,0.0,0.0
342,Boyolangu,ID,-8.12,111.89,82.36,74,77,9.55,light rain,0.75,0.0
343,Okhotsk,RU,59.38,143.3,52.29,75,89,5.26,overcast clouds,0.0,0.0
344,Port Keats,AU,-14.25,129.55,87.58,37,1,2.73,clear sky,0.0,0.0
345,Kahului,US,20.89,-156.47,80.6,57,40,14.99,scattered clouds,0.0,0.0
346,Saint-Philippe,RE,-21.36,55.77,77.0,69,20,18.34,few clouds,0.0,0.0
347,Jaque,PA,7.52,-78.17,79.48,81,100,4.05,overcast clouds,0.0,0.0
348,Te Anau,NZ,-45.42,167.72,38.68,76,0,1.01,clear sky,0.0,0.0
349,Pochutla,MX,15.74,-96.47,79.0,87,99,1.74,moderate rain,2.18,0.0
350,Makinsk,KZ,52.63,70.42,72.12,36,19,20.22,few clouds,0.0,0.0
351,Innisfail,AU,-17.53,146.03,70.02,90,99,9.69,light rain,0.23,0.0
352,Mayo,US,38.89,-76.51,72.0,83,1,4.7,clear sky,0.0,0.0
353,Ust-Kamchatsk,US,38.89,-76.51,72.0,83,1,4.7,clear sky,0.0,0.0
354,Requena,ES,39.49,-1.1,64.0,73,0,1.86,clear sky,0.0,0.0
355,Santa Rosa,PH,14.31,121.11,96.01,56,20,8.05,few clouds,0.0,0.0
356,Ghanzi,BW,-21.57,21.78,48.74,53,0,6.13,clear sky,0.0,0.0
357,Salalah,OM,17.02,54.09,86.0,74,75,2.24,broken clouds,0.0,0.0
358,Chenghai,CN,23.46,116.77,95.0,53,40,13.42,scattered clouds,0.0,0.0
359,Bethlehem,BR,-1.46,-48.5,77.0,88,2,6.93,clear sky,0.0,0.0
360,La Palma,US,33.85,-118.05,66.99,72,90,8.05,overcast clouds,0.0,0.0
361,Shiyan,CN,32.65,110.78,69.19,86,100,2.98,overcast clouds,0.0,0.0
362,Santa Maria,BR,-29.68,-53.81,69.17,75,0,10.58,clear sky,0.0,0.0
363,Wulanhaote,BR,-29.68,-53.81,69.17,75,0,10.58,clear sky,0.0,0.0
364,Abu Kamal,SY,34.45,40.92,84.13,34,0,17.09,clear sky,0.0,0.0
365,Road Town,VG,18.42,-64.62,82.99,83,75,9.17,broken clouds,0.0,0.0
366,Jawhar,SO,2.78,45.5,82.62,62,20,22.35,few clouds,0.0,0.0
367,Narsaq,GL,60.92,-46.05,44.6,65,76,3.36,broken clouds,0.0,0.0
368,Aldan,RU,58.6,125.39,70.07,39,69,11.54,broken clouds,0.0,0.0
369,Freeport,US,40.66,-73.58,71.01,88,40,3.36,scattered clouds,0.0,0.0
370,Mirnyy,RU,62.54,113.96,82.4,30,23,5.37,few clouds,0.0,0.0
371,Ovsyanka,RU,55.96,92.55,50.0,87,75,13.42,broken clouds,0.0,0.0
372,Polis,CY,35.04,32.43,79.0,69,2,4.7,clear sky,0.0,0.0
373,Alekseyevka,RU,50.63,38.69,70.16,74,88,9.66,overcast clouds,0.0,0.0
374,Nelson Bay,AU,-32.72,152.15,57.0,93,75,8.05,shower rain,0.0,0.0
375,Shurugwi,ZW,-19.67,30.01,50.85,73,21,1.66,few clouds,0.0,0.0
376,Volga,RU,57.95,38.39,57.04,55,0,8.63,clear sky,0.0,0.0
377,Bileca,BA,42.87,18.43,75.2,46,78,19.46,broken clouds,0.0,0.0
378,San Quintin,MX,30.48,-115.95,61.39,88,8,9.71,clear sky,0.0,0.0
379,Verkhnyaya Balkariya,RU,43.13,43.46,71.6,68,40,2.24,scattered clouds,0.0,0.0
380,Faya,SA,18.39,42.45,77.0,16,93,5.64,overcast clouds,0.0,0.0
381,Chelyabinsk,RU,55.15,61.43,57.2,47,40,11.18,scattered clouds,0.0,0.0
382,Chabahar,IR,25.29,60.64,88.03,69,47,9.35,scattered clouds,0.0,0.0
383,Karamea,IR,25.29,60.64,88.03,69,47,9.35,scattered clouds,0.0,0.0
384,Mount Gambier,AU,-37.83,140.77,55.4,71,90,9.17,overcast clouds,0.0,0.0
385,Birigui,BR,-21.29,-50.34,65.3,75,8,6.02,clear sky,0.0,0.0
386,Tahe,CN,52.33,124.73,58.35,93,90,7.43,moderate rain,1.32,0.0
387,Lebedinyy,RU,58.52,125.52,68.09,40,62,13.27,broken clouds,0.0,0.0
388,San Blas,MX,21.52,-105.27,78.44,75,15,3.56,few clouds,0.0,0.0
389,Luis Correia,BR,-2.88,-41.67,76.26,85,0,11.27,clear sky,0.0,0.0
390,Bolungarvik,BR,-2.88,-41.67,76.26,85,0,11.27,clear sky,0.0,0.0
391,Pangkalanbuun,ID,-2.68,111.62,93.16,50,76,1.7,broken clouds,0.0,0.0
392,Indian Head,US,38.6,-77.16,70.0,94,20,2.17,mist,0.0,0.0
393,Tacna,PE,-18.01,-70.25,53.4,90,25,1.86,scattered clouds,0.0,0.0
394,Cabedelo,BR,-6.98,-34.83,76.77,78,15,17.78,light rain,0.16,0.0
395,Motala,SE,58.54,15.04,64.0,72,8,11.41,clear sky,0.0,0.0
396,Palu,ID,-0.89,119.87,86.94,63,87,2.62,light rain,0.7,0.0
397,Tabou,CI,4.42,-7.35,76.19,89,95,7.78,light rain,0.51,0.0
398,Sambava,MG,-14.27,50.17,75.13,89,94,14.56,moderate rain,1.73,0.0
399,Punakha,BT,27.58,89.86,88.32,38,12,5.41,light rain,0.4,0.0
400,Birao,CF,10.28,22.79,77.23,74,34,7.96,scattered clouds,0.0,0.0
401,Pervomayskiy,RU,53.25,40.29,64.17,94,66,13.04,light rain,0.3,0.0
402,Zlatoustovsk,RU,53.25,40.29,64.17,94,66,13.04,light rain,0.3,0.0
403,Khandyga,RU,62.67,135.6,77.25,38,40,3.74,scattered clouds,0.0,0.0
404,Lixourion,GR,38.2,20.43,70.93,73,0,19.46,clear sky,0.0,0.0
405,Popondetta,PG,-8.75,148.25,82.45,83,59,2.3,light rain,0.94,0.0
406,Coihaique,CL,-45.58,-72.07,41.0,80,95,5.82,light snow,0.0,0.23
407,Yukhnov,RU,54.74,35.23,63.19,81,100,9.75,overcast clouds,0.0,0.0
408,Aleksin,RU,54.51,37.08,62.6,93,90,11.18,overcast clouds,0.0,0.0
409,Cururupu,BR,-1.83,-44.87,73.26,96,2,1.99,light rain,0.23,0.0
410,Le Port,RE,-20.94,55.29,77.0,83,75,19.46,light rain,0.0,0.0
411,Hof,DE,50.32,11.92,57.99,87,97,5.99,overcast clouds,0.0,0.0
412,Acajutla,SV,13.59,-89.83,71.01,100,80,4.97,light rain,0.3,0.0
413,Tara,RU,56.89,74.37,60.62,63,92,12.17,overcast clouds,0.0,0.0
414,Hasaki,JP,35.73,140.83,78.01,73,75,12.75,shower rain,0.0,0.0
415,Lasa,IT,46.62,10.7,50.0,87,40,5.82,scattered clouds,0.0,0.0
416,Gbarnga,LR,7.0,-9.47,71.19,98,93,1.83,overcast clouds,0.0,0.0
417,Luang Prabang,LA,19.89,102.13,91.4,59,40,4.7,scattered clouds,0.0,0.0
418,Palmerston,AU,-12.49,130.98,89.01,31,0,11.41,clear sky,0.0,0.0
419,Tarko-Sale,RU,64.92,77.78,48.0,89,100,23.53,light rain,0.21,0.0
420,Denpasar,ID,-8.65,115.22,84.2,83,40,21.92,scattered clouds,0.0,0.0
421,Vila Do Maio,CV,15.13,-23.22,73.4,83,20,8.05,few clouds,0.0,0.0
422,Vuktyl,RU,63.86,57.31,52.84,68,94,15.82,overcast clouds,0.0,0.0
423,Kruisfontein,ZA,-34.0,24.73,54.03,93,16,8.5,few clouds,0.0,0.0
424,Sao Felix Do Xingu,BR,-6.64,-51.99,68.61,92,17,1.3,few clouds,0.0,0.0
425,Chalus,IR,36.66,51.42,84.2,58,0,4.7,clear sky,0.0,0.0
426,Massakory,TD,13.0,15.73,87.57,45,15,5.77,few clouds,0.0,0.0
427,Haines Junction,CA,60.75,-137.51,48.65,65,12,5.86,few clouds,0.0,0.0
428,Mmabatho,ZA,-25.85,25.63,33.8,80,23,5.82,few clouds,0.0,0.0
429,Dinguiraye,GN,11.3,-10.72,72.45,89,42,3.11,scattered clouds,0.0,0.0
430,Hualmay,PE,-11.1,-77.61,61.65,84,53,5.64,broken clouds,0.0,0.0
431,Pangnirtung,CA,66.15,-65.71,39.13,74,0,0.25,clear sky,0.0,0.0
432,Poum,NC,-20.23,164.02,71.67,69,19,8.41,few clouds,0.0,0.0
433,Bereznehuvate,UA,47.31,32.85,76.21,59,78,4.76,broken clouds,0.0,0.0
434,Shahrud,IR,36.42,54.98,86.56,12,34,4.79,scattered clouds,0.0,0.0
435,Vallenar,CL,-28.57,-70.76,60.24,42,0,1.52,clear sky,0.0,0.0
436,Praia,CV,14.92,-23.51,73.4,83,20,8.05,few clouds,0.0,0.0
437,Hofn,IS,64.25,-15.21,50.65,86,100,14.76,overcast clouds,0.0,0.0
438,Moose Factory,CA,51.26,-80.61,50.0,93,90,4.7,light rain,0.0,0.0
439,Magadan,RU,59.57,150.8,56.66,67,29,11.68,scattered clouds,0.0,0.0
440,Ostersund,SE,63.18,14.64,62.6,55,0,6.93,clear sky,0.0,0.0
441,Ewa Beach,US,21.32,-158.01,78.8,65,75,10.29,broken clouds,0.0,0.0
442,Ayorou,NE,14.73,0.92,90.7,34,13,9.69,few clouds,0.0,0.0
443,Champerico,GT,14.3,-91.92,80.62,81,28,5.44,scattered clouds,0.0,0.0
444,Saldanha,ZA,-33.01,17.94,57.2,93,15,11.41,light rain,0.69,0.0
445,Farah,AF,32.5,62.5,99.36,8,0,1.88,clear sky,0.0,0.0
446,Waingapu,ID,-9.66,120.26,84.79,53,52,16.11,broken clouds,0.0,0.0
447,Santa Isabel Do Rio Negro,BR,-0.41,-65.02,71.78,98,48,1.34,scattered clouds,0.0,0.0
448,Shinshiro,JP,34.9,137.5,84.0,65,89,7.0,overcast clouds,0.0,0.0
449,Verkhnevilyuysk,RU,63.45,120.32,85.59,29,85,5.03,overcast clouds,0.0,0.0
450,Warqla,RU,63.45,120.32,85.59,29,85,5.03,overcast clouds,0.0,0.0
451,Dalaba,GN,10.7,-12.25,61.47,100,26,2.06,scattered clouds,0.0,0.0
452,Christchurch,NZ,-43.53,172.63,50.0,87,53,12.75,broken clouds,0.0,0.0
453,Vanimo,PG,-2.67,141.3,85.06,67,69,7.29,light rain,0.17,0.0
454,Liverpool,GB,53.41,-2.98,57.0,93,89,12.75,light rain,0.25,0.0
455,Irece,BR,-11.3,-41.86,58.86,88,1,10.71,clear sky,0.0,0.0
456,Garowe,SO,8.41,48.48,83.62,48,49,27.04,scattered clouds,0.0,0.0
457,Karkaralinsk,SO,8.41,48.48,83.62,48,49,27.04,scattered clouds,0.0,0.0
458,Yunjinghong,SO,8.41,48.48,83.62,48,49,27.04,scattered clouds,0.0,0.0
459,Madikeri,IN,12.42,75.73,78.8,94,90,6.93,moderate rain,0.0,0.0
460,Nioro,GM,13.35,-15.75,79.59,75,71,13.42,broken clouds,0.0,0.0
461,Knyaze-Volkonskoye,RU,48.46,135.46,60.8,87,40,4.47,light intensity shower rain,0.0,0.0
462,Rio Cuarto,AR,-33.13,-64.35,41.0,93,21,6.93,few clouds,0.0,0.0
463,Bamnet Narong,TH,15.5,101.69,91.51,58,17,10.07,few clouds,0.0,0.0
464,Baglung,NP,28.27,83.59,76.5,66,100,1.32,overcast clouds,0.0,0.0
465,Tayoltita,MX,24.08,-105.93,73.58,62,68,2.08,broken clouds,0.0,0.0
466,Sakaiminato,JP,35.55,133.23,77.0,64,40,16.11,scattered clouds,0.0,0.0
467,Novoaltaysk,RU,53.39,83.94,59.0,47,40,4.47,scattered clouds,0.0,0.0
468,Kukes,AL,42.08,20.42,62.73,71,22,5.61,few clouds,0.0,0.0
469,Aklavik,CA,68.22,-135.01,48.2,76,75,8.05,broken clouds,0.0,0.0
470,Kamaishi,JP,39.27,141.88,77.0,44,20,9.17,few clouds,0.0,0.0
471,Beroroha,MG,-21.67,45.17,64.62,89,100,2.21,moderate rain,1.08,0.0
472,Mandera,KE,3.94,41.87,82.99,43,4,21.18,clear sky,0.0,0.0
473,Ternate,ID,0.8,127.4,84.27,73,9,3.27,moderate rain,1.53,0.0
474,Talaya,RU,61.38,152.75,73.24,21,0,1.07,clear sky,0.0,0.0
475,Nyurba,RU,63.28,118.33,81.77,42,33,3.09,scattered clouds,0.0,0.0
476,Plettenberg Bay,ZA,-34.05,23.37,57.63,80,0,6.11,clear sky,0.0,0.0
477,Hovd,MN,48.01,91.64,67.44,23,85,19.73,overcast clouds,0.0,0.0
478,Porto Novo,BJ,6.5,2.6,76.1,91,87,4.43,overcast clouds,0.0,0.0
479,Sar-E Pul,AF,35.83,66.17,85.24,12,0,2.86,clear sky,0.0,0.0
480,Greenwood,US,34.17,-82.12,70.0,94,1,2.26,clear sky,0.0,0.0
481,Mayumba,GA,-3.43,10.66,74.14,88,86,7.09,overcast clouds,0.0,0.0
482,Kudahuvadhoo,MV,2.67,72.89,83.88,74,91,11.83,overcast clouds,0.0,0.0
483,Toora-Khem,RU,52.47,96.11,81.88,34,31,1.61,scattered clouds,0.0,0.0
484,Vagur,FO,61.47,-6.81,51.12,93,26,23.82,scattered clouds,0.0,0.0
485,Samusu,FO,61.47,-6.81,51.12,93,26,23.82,scattered clouds,0.0,0.0
486,Port Hedland,AU,-20.32,118.57,86.0,16,0,13.87,clear sky,0.0,0.0
487,Naze,JP,28.37,129.48,78.8,94,75,14.99,light rain,0.0,0.0
488,Ulaangom,MN,49.98,92.07,72.97,35,84,15.08,light rain,0.14,0.0
489,Bonthe,SL,7.53,-12.51,77.59,83,98,3.67,overcast clouds,0.0,0.0
490,Bababe,SL,7.53,-12.51,77.59,83,98,3.67,overcast clouds,0.0,0.0
491,Longyearbyen,SJ,78.22,15.64,37.4,86,75,11.41,broken clouds,0.0,0.0
492,Taft,IR,31.75,54.21,89.6,9,0,6.93,clear sky,0.0,0.0
493,Karaul,IR,31.75,54.21,89.6,9,0,6.93,clear sky,0.0,0.0
494,Nemuro,JP,43.32,145.57,60.8,63,75,2.24,broken clouds,0.0,0.0
495,Wajima,JP,37.4,136.9,73.4,64,20,6.93,few clouds,0.0,0.0
496,Vibo Valentia,IT,38.7,16.13,71.6,78,51,11.41,light rain,0.11,0.0
497,Norman Wells,CA,65.28,-126.83,60.8,93,90,6.93,light intensity shower rain,0.0,0.0
498,Singaraja,ID,-8.11,115.09,84.07,67,31,4.36,light rain,0.33,0.0
499,Bima,ID,-8.47,118.72,85.78,63,89,5.66,overcast clouds,0.0,0.0
500,Tambun,ID,-6.26,107.07,95.0,46,40,13.87,scattered clouds,0.0,0.0
501,Fare,PF,-16.7,-151.02,78.82,84,93,20.07,light rain,0.39,0.0
502,Dyersburg,US,36.03,-89.39,75.2,83,90,12.75,light rain,0.0,0.0
503,Mildura,AU,-34.2,142.15,54.0,76,90,12.75,overcast clouds,0.0,0.0
504,Tias,ES,28.96,-13.64,68.0,77,20,9.17,few clouds,0.0,0.0
505,Humberto De Campos,BR,-2.6,-43.46,73.74,93,0,4.32,light rain,0.31,0.0
506,Ayan,RU,56.45,138.17,41.67,98,100,9.8,light rain,0.26,0.0
507,Nuevo Casas Grandes,MX,30.42,-107.92,75.97,31,9,4.07,clear sky,0.0,0.0
508,Kholtoson,RU,50.3,103.31,66.38,41,100,4.32,overcast clouds,0.0,0.0
509,Kloulklubed,PW,7.04,134.26,86.0,74,75,9.17,broken clouds,0.0,0.0
510,Tilichiki,RU,60.47,166.1,63.43,62,3,6.51,clear sky,0.0,0.0
511,Kargil,IN,34.57,76.1,58.17,34,24,1.79,few clouds,0.0,0.0
512,Krasnoselkup,RU,65.7,82.47,58.91,49,64,20.45,broken clouds,0.0,0.0
513,Iqaluit,CA,63.75,-68.51,39.2,80,90,3.36,overcast clouds,0.0,0.0
514,Algiers,DZ,36.75,3.04,62.6,77,0,2.24,clear sky,0.0,0.0
515,Kautokeino,NO,69.01,23.04,63.21,49,2,15.88,clear sky,0.0,0.0
516,Shelburne,CA,44.08,-80.2,68.0,77,1,3.36,clear sky,0.0,0.0
517,Jadu,LY,31.95,12.03,63.57,65,0,4.05,clear sky,0.0,0.0
518,Mandleshwar,IN,22.18,75.67,86.0,66,40,13.87,scattered clouds,0.0,0.0
519,Dunedin,NZ,-45.87,170.5,46.99,75,85,21.99,overcast clouds,0.0,0.0
520,Changping,CN,40.22,116.22,100.99,30,0,13.42,clear sky,0.0,0.0
521,Bur Gabo,CN,40.22,116.22,100.99,30,0,13.42,clear sky,0.0,0.0
522,Luganville,VU,-15.53,167.17,78.8,88,75,3.36,broken clouds,0.0,0.0
523,Tambacounda,SN,13.75,-13.76,84.2,54,100,4.7,overcast clouds,0.0,0.0
524,Kirkenaer,NO,60.46,12.06,66.2,68,25,9.17,scattered clouds,0.0,0.0
525,Gorodishche,RU,48.8,44.47,82.4,30,96,17.9,overcast clouds,0.0,0.0
526,Broken Hill,AU,-31.95,141.43,60.8,48,75,23.04,broken clouds,0.0,0.0
527,Price,US,39.6,-110.81,71.6,24,1,6.35,clear sky,0.0,0.0
528,Mudyuga,US,39.6,-110.81,71.6,24,1,6.35,clear sky,0.0,0.0
529,Eenhana,NA,-17.47,16.33,46.67,55,0,4.63,clear sky,0.0,0.0
530,Qeshm,IR,26.96,56.27,95.0,67,20,6.93,haze,0.0,0.0
531,Snasa,NO,64.25,12.38,73.99,46,70,7.09,broken clouds,0.0,0.0
532,Pedernales,DO,18.04,-71.74,80.4,64,0,3.49,clear sky,0.0,0.0
533,Zhenlai,CN,45.85,123.3,80.91,34,84,10.02,broken clouds,0.0,0.0
534,Kamuli,UG,0.95,33.12,71.19,69,29,1.28,scattered clouds,0.0,0.0
535,Bossangoa,CF,6.49,17.46,72.1,88,98,4.52,overcast clouds,0.0,0.0
536,Virginia Beach,US,36.85,-75.98,68.0,93,75,3.36,broken clouds,0.0,0.0
537,Chicama,PE,-7.84,-79.15,63.5,83,41,4.9,scattered clouds,0.0,0.0
538,Tomohon,ID,1.33,124.84,82.4,78,40,4.7,scattered clouds,0.0,0.0
539,Kazalinsk,ID,1.33,124.84,82.4,78,40,4.7,scattered clouds,0.0,0.0
540,Shitanjing,CN,39.23,106.34,84.0,31,98,4.0,overcast clouds,0.0,0.0
541,Mtwara,TZ,-10.27,40.18,71.6,83,75,17.22,broken clouds,0.0,0.0
542,Colmar,FR,48.08,7.37,61.0,77,5,4.7,clear sky,0.0,0.0
543,Arecibo,PR,18.47,-66.72,81.0,95,88,7.63,overcast clouds,0.0,0.0
544,Gaogou,CN,34.02,119.19,84.6,51,21,14.18,few clouds,0.0,0.0
545,Aviles,ES,43.55,-5.92,60.01,87,44,5.82,scattered clouds,0.0,0.0
546,Ambilobe,MG,-13.2,49.05,81.81,66,3,7.29,clear sky,0.0,0.0
547,Panama City,PA,8.99,-79.52,79.0,94,82,3.36,broken clouds,0.0,0.0
548,Golovino,RU,55.96,40.43,58.24,61,100,9.08,overcast clouds,0.0,0.0
549,Hay River,CA,60.82,-115.8,75.2,36,20,12.75,few clouds,0.0,0.0
550,Harper,LR,4.38,-7.72,76.06,90,97,7.76,light rain,0.71,0.0
551,Hihifo,LR,4.38,-7.72,76.06,90,97,7.76,light rain,0.71,0.0
552,Jipijapa,EC,-1.33,-80.58,68.9,94,65,4.43,broken clouds,0.0,0.0
553,Macae,BR,-22.37,-41.79,69.94,84,0,6.44,clear sky,0.0,0.0
554,Novoagansk,RU,61.94,76.66,53.06,90,98,14.83,light rain,0.94,0.0
555,Atambua,ID,-9.11,124.89,82.76,55,0,2.59,clear sky,0.0,0.0
556,Monsenhor Gil,BR,-5.56,-42.61,78.8,69,31,6.93,scattered clouds,0.0,0.0
557,Buala,SB,-8.14,159.59,83.55,77,100,8.21,light rain,0.5,0.0
558,Wagar,SD,16.15,36.2,91.56,43,35,21.9,scattered clouds,0.0,0.0
559,Huarmey,PE,-10.07,-78.15,61.72,86,32,6.93,scattered clouds,0.0,0.0
560,Gazanjyk,TM,39.24,55.52,92.93,32,70,11.25,broken clouds,0.0,0.0
561,Eliot,US,43.15,-70.8,73.0,83,1,6.93,clear sky,0.0,0.0
562,Maua,BR,-23.67,-46.46,66.2,68,0,3.36,clear sky,0.0,0.0
563,Coxim,BR,-18.51,-54.76,66.16,64,0,4.36,clear sky,0.0,0.0
564,Inhambane,MZ,-23.86,35.38,60.8,93,20,6.35,few clouds,0.0,0.0
565,Muroto,JP,33.28,134.15,77.0,65,75,5.82,broken clouds,0.0,0.0
566,Iringa,TZ,-7.77,35.7,59.0,72,20,6.44,few clouds,0.0,0.0
567,Bereda,ES,43.27,-7.54,62.01,87,87,5.01,overcast clouds,0.0,0.0
568,Lompoc,US,34.64,-120.46,55.4,93,90,3.36,overcast clouds,0.0,0.0
569,Taicheng,CN,38.73,113.23,85.48,35,18,13.82,few clouds,0.0,0.0
570,Marienburg,PL,54.04,19.03,66.99,100,59,8.05,broken clouds,0.0,0.0
571,Saint Anthony,US,45.02,-93.22,64.4,82,1,3.91,clear sky,0.0,0.0
572,Vaitupu,US,45.02,-93.22,64.4,82,1,3.91,clear sky,0.0,0.0
573,Vladyslavivka,UA,45.17,35.37,73.87,69,80,5.35,broken clouds,0.0,0.0
574,Ampanihy,MG,-24.7,44.75,70.23,63,90,5.03,overcast clouds,0.0,0.0
575,Yumen,CN,40.28,97.2,78.06,24,100,8.86,overcast clouds,0.0,0.0
576,Watsa,CD,3.04,29.54,66.72,98,77,1.36,broken clouds,0.0,0.0
577,Riberalta,BO,-10.98,-66.1,72.77,86,37,0.83,scattered clouds,0.0,0.0
578,Angoche,MZ,-16.23,39.91,69.62,85,44,8.41,scattered clouds,0.0,0.0
579,Bar Harbor,US,44.39,-68.2,59.0,93,90,9.17,fog,0.0,0.0
580,Huaraz,PE,-9.53,-77.53,47.91,64,4,5.93,clear sky,0.0,0.0
581,Rocha,UY,-34.48,-54.33,55.85,97,100,8.43,light rain,0.74,0.0
582,Umzimvubu,UY,-34.48,-54.33,55.85,97,100,8.43,light rain,0.74,0.0
583,Annau,TM,37.89,58.52,86.0,15,90,11.41,overcast clouds,0.0,0.0
584,Ouargaye,BF,11.5,0.06,79.39,66,50,8.59,scattered clouds,0.0,0.0
585,Waddan,LY,29.16,16.14,73.35,47,0,11.23,clear sky,0.0,0.0
586,Luoyang,CN,34.68,112.45,82.0,99,74,9.08,broken clouds,0.0,0.0
587,Karacabey,TR,40.22,28.4,75.2,64,20,8.05,few clouds,0.0,0.0
588,Molteno,ZA,-31.4,26.36,39.02,70,0,7.63,clear sky,0.0,0.0
589,Shimoda,JP,34.67,138.95,75.2,78,75,12.75,broken clouds,0.0,0.0
590,Kidal,ML,18.44,1.41,86.97,18,0,8.3,clear sky,0.0,0.0
591,Solsvik,ML,18.44,1.41,86.97,18,0,8.3,clear sky,0.0,0.0
592,Gold Coast,AU,-28.0,153.43,70.0,72,40,14.99,scattered clouds,0.0,0.0
593,Cianorte,BR,-23.66,-52.6,59.14,86,0,5.28,clear sky,0.0,0.0
594,Praya,CV,14.92,-23.51,73.4,83,20,8.05,few clouds,0.0,0.0
595,Northfield,US,44.46,-93.16,62.01,93,1,3.36,clear sky,0.0,0.0
596,Bafq,IR,31.61,55.41,100.22,8,0,7.45,clear sky,0.0,0.0
597,Mazzarino,IT,37.3,14.21,70.0,44,0,1.99,clear sky,0.0,0.0
598,Samalaeulu,IT,37.3,14.21,70.0,44,0,1.99,clear sky,0.0,0.0
