City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
305,Tuatapere,NZ,2020-06-18 05:28:40,-46.13,167.68,39.0,83,3,3.0
306,Cabo San Lucas,MX,2020-06-18 05:25:18,22.89,-109.91,84.99,40,76,15.23
307,Clyde River,CA,2020-06-18 05:28:41,70.47,-68.59,32.0,94,90,5.82
308,Jalu,LY,2020-06-18 05:28:41,29.03,21.55,70.65,53,0,2.01
309,Neiafu,TO,2020-06-18 05:28:41,-18.65,-173.98,75.2,78,40,10.29
310,Victoria,HK,2020-06-18 05:25:24,22.29,114.16,89.01,62,25,11.01
311,Alihe,CN,2020-06-18 05:28:41,50.57,123.72,70.41,45,89,7.16
312,Mayo,US,2020-06-18 05:28:41,38.89,-76.51,68.0,88,90,11.41
313,Rio Gallegos,AR,2020-06-18 05:28:42,-51.62,-69.22,21.2,100,90,2.24
314,Barabai,ID,2020-06-18 05:28:42,-2.58,115.38,91.24,56,32,0.63
315,College,US,2020-06-18 05:28:42,64.86,-147.8,73.4,30,75,9.17
316,Barth,DE,2020-06-18 05:28:42,54.36,12.72,61.0,87,75,9.17
317,Dicabisagan,PH,2020-06-18 05:28:43,17.08,122.42,88.41,62,100,7.43
318,Campo Maior,BR,2020-06-18 05:28:43,-4.83,-42.17,70.83,77,4,4.7
319,Yumen,CN,2020-06-18 05:28:43,40.28,97.2,90.27,11,98,9.93
320,Mecca,SA,2020-06-18 05:24:23,21.43,39.83,96.24,9,99,7.83
321,Kloulklubed,PW,2020-06-18 05:28:43,7.04,134.26,84.2,79,75,12.75
322,Barra Do Garcas,BR,2020-06-18 05:28:43,-15.89,-52.26,65.55,75,17,3.96
323,San Ramon,US,2020-06-18 05:24:31,37.78,-121.98,73.0,28,1,4.09
324,Berlevag,NO,2020-06-18 05:28:44,70.86,29.09,55.4,66,87,3.36
325,Santo Domingo,DO,2020-06-18 05:28:14,18.5,-69.99,81.0,82,90,4.0
326,Kovdor,RU,2020-06-18 05:28:44,67.57,30.48,65.26,45,80,6.46
327,Mayumba,GA,2020-06-18 05:28:44,-3.43,10.66,72.09,89,68,2.19
328,Bathsheba,BB,2020-06-18 05:28:45,13.22,-59.52,80.6,78,20,11.41
329,Chumikan,RU,2020-06-18 05:28:45,54.72,135.31,44.01,80,55,13.6
330,Muros,ES,2020-06-18 05:28:45,42.78,-9.06,48.0,94,3,4.16
331,Astana,KZ,2020-06-18 05:28:45,51.18,71.45,71.6,46,75,8.95
332,Nioro,GM,2020-06-18 05:28:45,13.35,-15.75,78.91,78,43,8.75
333,Eydhafushi,MV,2020-06-18 05:28:46,5.1,73.07,84.22,78,48,9.57
334,Bandarbeyla,SO,2020-06-18 05:28:46,9.49,50.81,85.41,54,97,32.97
335,Renqiu,CN,2020-06-18 05:28:46,38.7,116.09,89.01,29,28,11.36
336,Moussoro,TD,2020-06-18 05:28:46,13.64,16.49,85.3,43,32,9.55
337,Sisimiut,GL,2020-06-18 05:28:46,66.94,-53.67,35.49,85,59,6.17
338,Atherton,GB,2020-06-18 05:28:47,53.52,-2.49,57.99,93,90,1.01
339,Kayes,ML,2020-06-18 05:28:47,14.0,-11.0,86.18,60,81,13.71
340,Gatesville,US,2020-06-18 05:28:47,31.44,-97.74,78.8,47,1,5.82
341,Nome,US,2020-06-18 05:28:47,64.5,-165.41,72.0,59,75,10.29
342,Mokhsogollokh,RU,2020-06-18 05:28:47,61.47,128.92,78.26,28,1,8.66
343,North Myrtle Beach,US,2020-06-18 05:28:47,33.82,-78.68,69.8,77,90,4.7
344,Hervey Bay,AU,2020-06-18 05:28:48,-25.3,152.85,73.0,62,18,8.99
345,Kamenka,RU,2020-06-18 05:28:48,51.32,42.77,79.0,48,0,1.99
346,Anadyr,RU,2020-06-18 05:28:48,64.75,177.48,69.8,40,20,11.18
347,Strzelin,PL,2020-06-18 05:28:48,50.78,17.06,69.01,88,20,2.24
348,Male,MV,2020-06-18 05:28:48,4.17,73.51,87.8,70,20,8.05
349,Warangal,IN,2020-06-18 05:28:49,18.0,79.58,82.85,67,98,10.8
350,Skjervoy,NO,2020-06-18 05:28:49,70.03,20.97,51.8,76,29,2.24
351,Egvekinot,RU,2020-06-18 05:28:49,66.32,-179.17,61.54,33,77,2.26
352,Shimoda,JP,2020-06-18 05:28:49,34.67,138.95,71.6,88,75,3.36
353,Wote,KE,2020-06-18 05:28:50,-1.78,37.63,64.33,64,0,4.27
354,Chilca,PE,2020-06-18 05:28:50,-12.52,-76.74,64.4,77,90,5.82
355,Lodja,CD,2020-06-18 05:28:50,-3.48,23.43,62.8,53,95,2.21
356,Charters Towers,AU,2020-06-18 05:28:50,-20.1,146.27,72.72,65,99,13.38
357,Kalocsa,HU,2020-06-18 05:28:50,46.53,18.99,66.0,99,98,10.31
358,Vrbove,SK,2020-06-18 05:28:51,48.62,17.72,66.99,88,75,1.12
359,Porto Novo,BJ,2020-06-18 05:28:51,6.5,2.6,78.8,88,40,6.93
360,Mouzouras,GR,2020-06-18 05:28:51,35.53,24.15,71.6,68,20,17.22
361,Mahebourg,MU,2020-06-18 05:28:51,-20.41,57.7,71.6,78,75,18.34
362,Mango,US,2020-06-18 05:28:52,27.98,-82.31,78.8,94,1,3.44
363,Klyuchi,RU,2020-06-18 05:28:52,52.27,79.17,73.02,36,89,8.97
364,Buarcos,PT,2020-06-18 05:28:52,40.17,-8.88,59.0,87,20,10.29
365,Monterey,US,2020-06-18 05:24:19,36.25,-121.25,68.0,40,0,1.01
366,Fougamou,GA,2020-06-18 05:28:52,-1.22,10.58,69.82,95,95,1.19
367,Varadero,CU,2020-06-18 05:28:52,23.15,-81.25,73.4,100,20,2.24
368,Sitka,US,2020-06-18 05:28:53,57.05,-135.33,53.6,87,90,5.5
369,Ambon,ID,2020-06-18 05:28:53,-3.7,128.18,80.6,88,40,8.05
370,Kuytun,RU,2020-06-18 05:28:53,54.34,101.5,69.15,46,2,8.3
371,Caravelas,BR,2020-06-18 05:28:53,-17.71,-39.25,70.25,80,27,6.35
372,Ladario,BR,2020-06-18 05:28:54,-19.0,-57.6,74.1,59,43,6.02
373,Eyl,SO,2020-06-18 05:28:54,7.98,49.82,85.98,47,45,33.49
374,Zomin,UZ,2020-06-18 05:28:54,39.96,68.4,75.4,22,36,7.52
375,Praia Da Vitoria,PT,2020-06-18 05:28:54,38.73,-27.07,62.6,88,75,5.73
376,Kahului,US,2020-06-18 05:28:55,20.89,-156.47,80.6,61,40,16.11
377,Sherbakul,RU,2020-06-18 05:28:55,54.63,72.4,55.4,71,75,15.66
378,Les Cayes,HT,2020-06-18 05:28:55,18.2,-73.75,78.49,80,100,3.06
379,Itarema,BR,2020-06-18 05:28:56,-2.92,-39.92,75.11,89,15,10.94
380,Batticaloa,LK,2020-06-18 05:28:56,7.71,81.69,87.64,61,96,2.64
381,Kiama,AU,2020-06-18 05:28:56,-34.68,150.87,62.01,58,69,5.01
382,Atkarsk,RU,2020-06-18 05:28:56,51.87,45.01,73.89,72,0,5.41
383,Bayangol,RU,2020-06-18 05:28:56,50.7,103.47,70.84,44,89,5.77
384,Vanderbijlpark,ZA,2020-06-18 05:28:57,-26.71,27.84,43.0,93,90,5.82
385,Goderich,CA,2020-06-18 05:28:57,43.75,-81.72,60.01,76,0,9.28
386,Celestun,MX,2020-06-18 05:28:57,20.87,-90.4,78.75,84,2,9.78
387,Kavaratti,IN,2020-06-18 05:28:57,10.57,72.64,87.8,74,90,9.17
388,Namibe,AO,2020-06-18 05:28:57,-15.2,12.15,70.9,53,0,4.21
389,Kysyl-Syr,RU,2020-06-18 05:28:58,63.9,122.76,78.28,43,32,5.06
390,Valparaiso,CL,2020-06-18 05:28:58,-33.04,-71.63,51.8,81,97,4.7
391,Nizwa,OM,2020-06-18 05:28:58,22.93,57.53,102.22,16,50,4.68
392,Tarauaca,BR,2020-06-18 05:28:59,-8.16,-70.77,71.78,80,0,1.41
393,Pout,SN,2020-06-18 05:28:59,14.77,-17.06,78.8,88,40,9.17
394,Rawson,AR,2020-06-18 05:28:59,-43.3,-65.1,49.91,52,86,9.17
395,Richards Bay,ZA,2020-06-18 05:26:58,-28.78,32.04,58.41,83,99,7.56
396,College Place,US,2020-06-18 05:28:59,46.05,-118.39,62.01,71,1,9.17
397,Luohe,CN,2020-06-18 05:29:00,33.57,114.04,83.97,46,4,5.7
398,Lake Jackson,US,2020-06-18 05:24:43,29.03,-95.43,81.0,88,1,7.63
399,Tarko-Sale,RU,2020-06-18 05:29:00,64.92,77.78,50.56,47,34,10.6
400,Bambanglipuro,ID,2020-06-18 05:29:00,-7.95,110.28,84.63,72,31,16.37
401,Stromness,GB,2020-06-18 05:29:00,58.97,-3.3,51.8,100,90,2.24
402,Kijang,KR,2020-06-18 05:29:01,35.24,129.21,68.0,88,90,10.29
403,Mata,PT,2020-06-18 05:29:01,40.68,-7.46,54.0,91,0,1.39
404,Rondonopolis,BR,2020-06-18 05:29:01,-16.47,-54.64,65.53,83,0,2.64
405,Kazachinskoye,RU,2020-06-18 05:28:38,57.7,93.28,73.54,37,0,11.39
406,Chapais,CA,2020-06-18 05:29:01,49.78,-74.85,73.4,60,1,10.29
407,Emba,KZ,2020-06-18 05:29:02,48.83,58.14,77.68,39,0,13.8
408,Anloga,GH,2020-06-18 05:29:02,5.79,0.9,78.8,88,75,10.29
409,Dawson Creek,CA,2020-06-18 05:29:02,55.77,-120.24,59.0,82,90,5.82
410,Karatau,KZ,2020-06-18 05:29:02,43.17,70.47,75.52,21,0,9.57
411,Pitsunda,GE,2020-06-18 05:29:02,43.16,40.34,77.0,65,4,6.71
412,Ofunato,JP,2020-06-18 05:29:03,39.07,141.72,80.6,54,40,13.87
413,Bandar-E Lengeh,IR,2020-06-18 05:29:03,26.56,54.88,91.4,79,20,9.17
414,Viedma,AR,2020-06-18 05:29:03,-40.81,-63.0,47.5,78,10,7.94
415,Flin Flon,CA,2020-06-18 05:29:03,54.77,-101.86,44.37,91,100,14.52
416,Kyra,RU,2020-06-18 05:29:04,49.58,111.98,74.43,30,18,5.86
417,Lappeenranta,FI,2020-06-18 05:29:04,61.06,28.19,71.01,77,75,6.93
418,Omboue,GA,2020-06-18 05:29:04,-1.57,9.26,71.22,94,78,3.33
419,Margate,GB,2020-06-18 05:29:04,51.38,1.39,59.0,98,100,1.99
420,Brindisi,IT,2020-06-18 05:29:05,40.58,17.67,69.01,72,0,4.7
421,Lasa,IT,2020-06-18 05:29:05,46.62,10.7,55.0,87,40,6.93
422,Bridlington,GB,2020-06-18 05:29:05,54.08,-0.19,54.0,100,97,10.29
423,Carauari,BR,2020-06-18 05:29:05,-4.88,-66.9,73.38,80,70,0.89
424,Anzio,IT,2020-06-18 05:29:05,41.49,12.62,66.0,83,0,1.99
425,Broken Hill,AU,2020-06-18 05:29:06,-31.95,141.43,62.6,36,0,8.05
426,Buala,SB,2020-06-18 05:29:06,-8.14,159.59,83.77,73,38,3.15
427,Nemuro,JP,2020-06-18 05:29:06,43.32,145.57,57.2,93,75,6.93
428,Biak,ID,2020-06-18 05:29:06,-0.91,122.88,81.77,79,67,9.95
429,Lengshuijiang,CN,2020-06-18 05:29:06,27.69,111.43,83.46,77,100,1.83
430,Tateyama,JP,2020-06-18 05:29:07,34.98,139.87,73.99,88,75,3.36
431,Vila,PT,2020-06-18 05:29:07,42.03,-8.16,48.0,94,10,3.0
432,Mujiayingzi,CN,2020-06-18 05:29:07,42.12,118.78,74.77,44,100,9.17
433,Yarada,IN,2020-06-18 05:29:07,17.65,83.27,87.8,66,90,10.29
434,Narsaq,GL,2020-06-18 05:29:07,60.92,-46.05,37.4,86,92,4.7
435,Tuy Hoa,VN,2020-06-18 05:25:18,13.08,109.3,92.5,51,0,4.0
436,Mardan,PK,2020-06-18 05:26:01,34.2,72.05,100.02,13,19,2.93
437,Hit,IQ,2020-06-18 05:29:08,33.64,42.83,89.76,21,0,19.3
438,Umm Kaddadah,SD,2020-06-18 05:29:08,13.6,26.69,85.71,43,77,11.21
439,Mehamn,NO,2020-06-18 05:29:08,71.04,27.85,53.6,54,94,11.41
440,Port Antonio,JM,2020-06-18 05:29:09,18.18,-76.46,82.4,74,20,9.17
441,Najran,SA,2020-06-18 05:29:09,17.49,44.13,93.2,23,62,10.83
442,Kirovskiy,RU,2020-06-18 05:29:09,45.09,133.51,63.77,78,76,7.31
443,Baft,IR,2020-06-18 05:29:09,29.23,56.61,81.84,14,0,5.68
444,Puerto Baquerizo Moreno,EC,2020-06-18 05:29:09,-0.9,-89.6,68.86,87,17,10.16
445,Chicama,PE,2020-06-18 05:29:10,-7.84,-79.15,63.99,83,28,2.89
446,Shingu,JP,2020-06-18 05:29:10,33.73,135.98,64.4,100,75,2.24
447,Kendari,ID,2020-06-18 05:29:10,-3.94,122.5,81.66,84,96,5.84
448,Bhag,PK,2020-06-18 05:29:10,29.04,67.82,107.31,18,0,7.38
449,Abu Kamal,SY,2020-06-18 05:29:11,34.45,40.92,88.16,20,0,18.32
450,Kidal,ML,2020-06-18 05:29:11,18.44,1.41,90.55,13,0,11.56
451,Hrubieszow,PL,2020-06-18 05:29:11,50.8,23.89,64.89,88,3,5.84
452,Aykhal,RU,2020-06-18 05:29:11,66.0,111.5,69.8,32,40,4.47
453,Kyzyl-Mazhalyk,RU,2020-06-18 05:29:11,51.13,90.6,76.48,37,51,4.76
454,Praia,CV,2020-06-18 05:29:12,14.92,-23.51,84.2,48,0,20.8
455,Tecpan,GT,2020-06-18 05:29:12,14.76,-90.99,68.0,88,40,11.41
456,Brae,GB,2020-06-18 05:29:12,60.4,-1.35,51.8,93,65,4.7
457,Salinopolis,BR,2020-06-18 05:29:12,-0.61,-47.36,77.18,86,2,8.28
458,Fuente De Oro,CO,2020-06-18 05:29:13,3.46,-73.61,71.22,94,80,1.95
459,Colares,PT,2020-06-18 05:29:13,38.8,-9.45,62.01,85,0,15.99
460,Boguchany,RU,2020-06-18 05:29:13,58.38,97.45,72.03,31,0,10.36
461,Carlagan,PH,2020-06-18 05:29:13,14.97,122.05,86.81,66,78,7.4
462,Corrales,US,2020-06-18 05:29:13,35.24,-106.61,75.99,10,1,12.75
463,Muli,MV,2020-06-18 05:29:14,2.92,73.57,83.8,74,53,4.68
464,Lima,PE,2020-06-18 05:27:56,-12.04,-77.03,64.4,77,90,5.82
465,Kinna,SE,2020-06-18 05:29:14,57.51,12.69,60.01,93,20,5.82
466,Kirakira,SB,2020-06-18 05:29:14,-10.45,161.92,83.5,77,26,9.08
467,Panaba,MX,2020-06-18 05:29:14,21.28,-88.27,75.29,91,91,4.68
468,Mount Gambier,AU,2020-06-18 05:29:15,-37.83,140.77,59.0,62,40,17.22
469,Medina,SA,2020-06-18 05:29:15,24.47,39.61,93.2,12,21,3.36
470,Marawi,PH,2020-06-18 05:29:15,8.0,124.29,84.0,83,98,7.0
471,Vanimo,PG,2020-06-18 05:29:15,-2.67,141.3,85.51,67,10,7.94
472,Yako,BF,2020-06-18 05:29:15,12.97,-2.27,83.26,57,53,18.05
473,Pemangkat,ID,2020-06-18 05:26:29,1.17,108.97,85.03,70,93,6.4
474,Pacific Grove,US,2020-06-18 05:27:00,36.62,-121.92,64.4,55,1,4.7
475,Wetaskiwin,CA,2020-06-18 05:29:16,52.97,-113.37,51.8,81,75,9.17
476,Myitkyina,MM,2020-06-18 05:29:16,25.38,97.4,77.32,95,100,1.41
477,Necochea,AR,2020-06-18 05:29:16,-38.55,-58.74,57.99,99,100,5.01
478,Yerbogachen,RU,2020-06-18 05:29:16,61.28,108.01,70.95,33,7,3.13
479,Pujili,EC,2020-06-18 05:29:17,-0.95,-78.68,48.22,78,59,5.66
480,Iaciara,BR,2020-06-18 05:29:17,-14.1,-46.63,63.79,81,0,3.53
481,Kirkwall,GB,2020-06-18 05:29:17,58.98,-2.96,51.8,100,90,2.24
482,Picos,BR,2020-06-18 05:29:17,-7.08,-41.47,68.38,74,7,5.99
483,Marzuq,YE,2020-06-18 05:29:18,14.4,46.47,89.22,16,31,5.06
484,Mattru,SL,2020-06-18 05:29:18,7.62,-11.83,74.16,97,69,1.7
485,Oeiras Do Para,BR,2020-06-18 05:29:18,-2.0,-49.85,73.27,96,35,1.95
486,Kombissiri,BF,2020-06-18 05:29:18,12.07,-1.34,82.4,65,20,9.17
487,Dunedin,NZ,2020-06-18 05:29:19,-45.87,170.5,44.01,69,28,8.01
488,Mackay,AU,2020-06-18 05:29:19,-21.15,149.2,71.6,78,75,19.46
489,Lang Son,VN,2020-06-18 05:29:19,21.83,106.73,88.45,65,53,8.77
490,Yazman,PK,2020-06-18 05:29:19,29.12,71.74,107.96,17,0,19.26
491,Roma,US,2020-06-18 05:29:19,43.21,-75.46,60.8,67,1,3.4
492,Marshall,US,2020-06-18 05:29:20,34.38,-86.33,63.0,93,1,2.89
493,Cooma,AU,2020-06-18 05:29:20,-36.23,149.13,55.4,50,0,12.75
494,Lukulu,ZM,2020-06-18 05:29:20,-14.37,23.24,48.07,77,0,6.44
495,San Vicente,AR,2020-06-18 05:29:21,-26.62,-54.13,64.87,75,76,7.31
496,Preobrazheniye,RU,2020-06-18 05:29:21,42.9,133.91,59.25,74,95,11.5
497,Dakoro,NE,2020-06-18 05:29:21,14.51,6.76,84.22,67,85,17.27
498,Aksarka,RU,2020-06-18 05:29:21,66.56,67.8,44.6,59,89,4.25
499,Sciacca,IT,2020-06-18 05:29:21,37.51,13.09,69.01,48,6,1.99
500,Punta Alta,AR,2020-06-18 05:29:22,-38.88,-62.07,50.0,100,90,16.11
501,Marrakesh,MA,2020-06-18 05:27:14,31.63,-8.01,62.6,82,20,8.05
502,Bhit Shah,PK,2020-06-18 05:29:22,25.8,68.49,98.6,47,8,11.41
503,Maniitsoq,GL,2020-06-18 05:29:22,65.42,-52.9,36.41,82,12,6.04
504,The Valley,AI,2020-06-18 05:27:27,18.22,-63.06,82.4,78,40,8.05
505,High Level,CA,2020-06-18 05:29:22,58.52,-117.14,55.4,82,75,6.93
506,Kon Tum,VN,2020-06-18 05:25:57,14.35,108.0,85.77,59,27,5.75
507,Bichura,RU,2020-06-18 05:29:23,50.59,107.6,77.36,33,69,3.6
508,Huesca,ES,2020-06-18 05:29:23,42.14,-0.41,53.6,93,40,6.93
509,Imbituba,BR,2020-06-18 05:29:23,-28.24,-48.67,69.8,88,75,14.99
510,Mumford,GH,2020-06-18 05:29:23,5.26,-0.76,77.13,87,96,11.61
511,Clinton,US,2020-06-18 05:26:44,42.59,-82.92,66.99,77,1,5.82
512,Ryotsu,JP,2020-06-18 05:29:24,38.08,138.43,75.2,64,100,3.36
513,Dezful,IR,2020-06-18 05:29:24,32.38,48.41,96.73,10,0,2.33
514,Tura,IN,2020-06-18 05:29:24,25.52,90.22,75.87,96,100,7.72
515,Tomatlan,MX,2020-06-18 05:29:25,19.93,-105.25,76.01,69,0,0.54
516,Cockburn Town,TC,2020-06-18 05:29:25,21.46,-71.14,81.86,80,0,17.47
517,Kalabo,ZM,2020-06-18 05:29:25,-14.97,22.68,46.13,78,0,5.95
518,Puerto Carreno,CO,2020-06-18 05:24:49,6.19,-67.49,76.15,91,100,5.3
519,Mwanza,TZ,2020-06-18 05:29:25,-2.52,32.9,62.6,72,75,9.17
520,Qaqortoq,GL,2020-06-18 05:29:25,60.72,-46.03,37.4,86,74,4.7
521,San Lorenzo,PY,2020-06-18 05:29:26,-25.33,-57.53,75.2,64,32,13.87
522,Swift Current,CA,2020-06-18 05:29:26,50.28,-107.8,51.8,100,90,5.82
523,Gogrial,SS,2020-06-18 05:29:26,8.53,28.1,75.76,77,80,5.55
524,Ada,US,2020-06-18 05:29:26,43.42,-116.13,57.99,67,1,5.32
525,Coahuayana,MX,2020-06-18 05:29:26,18.73,-103.68,78.75,74,12,1.52
526,Tarbes,FR,2020-06-18 05:29:27,43.25,0.17,53.6,93,75,4.7
527,Dumas,US,2020-06-18 05:27:01,35.87,-101.97,78.8,41,1,20.8
528,Noyabrsk,RU,2020-06-18 05:29:27,63.2,75.45,49.26,50,35,14.85
529,Fredericton,CA,2020-06-18 05:29:27,45.95,-66.67,60.8,67,1,5.82
530,Khor,RU,2020-06-18 05:29:27,47.89,134.95,58.23,78,99,9.42
531,Gayeri,BF,2020-06-18 05:29:28,12.65,0.49,83.84,65,99,17.27
532,Pauini,BR,2020-06-18 05:29:28,-7.71,-66.98,71.58,78,25,0.69
533,Markova,UA,2020-06-18 05:29:28,48.68,24.41,60.8,100,90,2.24
534,Boca Do Acre,BR,2020-06-18 05:29:28,-8.75,-67.4,72.36,77,5,1.7
535,Sete,FR,2020-06-18 05:28:53,43.4,3.7,62.6,63,61,6.93
536,Deyang,CN,2020-06-18 05:29:28,31.13,104.38,87.01,54,100,5.17
537,Gizo,SB,2020-06-18 05:25:05,-8.1,156.84,83.55,78,39,13.76
538,Lahaina,US,2020-06-18 05:29:29,20.88,-156.68,80.6,61,40,16.11
539,Grindavik,IS,2020-06-18 05:29:29,63.84,-22.43,46.4,75,75,16.11
540,Novyy Urengoy,RU,2020-06-18 05:29:29,66.08,76.63,47.44,50,12,11.92
541,Taltal,CL,2020-06-18 05:29:29,-25.4,-70.48,59.22,64,9,3.96
542,Marang,MY,2020-06-18 05:29:30,5.21,103.21,84.2,83,40,2.24
543,Plouzane,FR,2020-06-18 05:29:30,48.38,-4.62,57.2,100,90,4.7
544,Nuevo Laredo,MX,2020-06-18 05:26:39,27.48,-99.52,82.4,74,1,17.22
545,Mildura,AU,2020-06-18 05:29:30,-34.2,142.15,66.2,39,0,12.75
546,Qiongshan,CN,2020-06-18 05:29:30,20.01,110.35,93.2,59,75,8.95
547,Camacari,BR,2020-06-18 05:29:31,-12.7,-38.32,77.0,83,75,14.99
